TIMESTAMPms	M1ATTITUDEpitch	M1ATTITUDEpitchspeed	M1ATTITUDEroll	M1ATTITUDErollspeed	M1ATTITUDEtimebootms	M1ATTITUDEyaw	M1ATTITUDEyawspeed	M1BATTERYSTATUScurrentconsumed	M1BATTERYSTATUSenergyconsumed	M1GLOBALPOSITIONINThdg	M1GLOBALPOSITIONINTvx	M1GLOBALPOSITIONINTvy	M1GLOBALPOSITIONINTvz	M1RCCHANNELSchan1raw	M1RCCHANNELSchan2raw	M1RCCHANNELSchan3raw	M1RCCHANNELSchan4raw	M1SYSSTATUScurrentbattery	M1SYSSTATUSvoltagebattery
80330	-4.877221882343292e-01	9.625668525695801e-01	9.756039977073669e-01	-2.633513510227203e-01	1.727801000000000e+06	-1.006386756896973e+00	-1.459899246692657e-01	6.790000000000000e+02	-1.000000000000000e+00	2.886500000000000e+04	1.014000000000000e+03	-1.024000000000000e+03	6.030000000000000e+02	1.542000000000000e+03	1.357000000000000e+03	1.582000000000000e+03	1.500000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80347	-4.877221882343292e-01	9.625668525695801e-01	9.756039977073669e-01	-2.633513510227203e-01	1.727801000000000e+06	-1.006386756896973e+00	-1.459899246692657e-01	6.790000000000000e+02	-1.000000000000000e+00	3.045700000000000e+04	1.227000000000000e+03	-9.150000000000000e+02	4.220000000000000e+02	1.542000000000000e+03	1.357000000000000e+03	1.582000000000000e+03	1.500000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80387	-4.194872975349426e-01	9.083315730094910e-01	9.322736859321594e-01	-1.795710176229477e-01	1.727893000000000e+06	-9.429121613502502e-01	-4.317082464694977e-01	6.790000000000000e+02	-1.000000000000000e+00	3.045700000000000e+04	1.227000000000000e+03	-9.150000000000000e+02	4.220000000000000e+02	1.542000000000000e+03	1.357000000000000e+03	1.582000000000000e+03	1.500000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80478	-3.279403150081635e-01	9.833422899246216e-01	8.938463926315308e-01	-3.477509021759033e-01	1.727984000000000e+06	-8.950724601745605e-01	-6.340856552124023e-01	6.790000000000000e+02	-1.000000000000000e+00	3.045700000000000e+04	1.227000000000000e+03	-9.150000000000000e+02	4.220000000000000e+02	1.542000000000000e+03	1.357000000000000e+03	1.582000000000000e+03	1.500000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80566	-2.202585488557816e-01	9.403380155563354e-01	8.577537536621094e-01	-1.374223977327347e-01	1.728072000000000e+06	-8.626236915588379e-01	-8.350701332092285e-01	6.790000000000000e+02	-1.000000000000000e+00	3.045700000000000e+04	1.227000000000000e+03	-9.150000000000000e+02	4.220000000000000e+02	1.542000000000000e+03	1.357000000000000e+03	1.582000000000000e+03	1.500000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80663	-1.253802031278610e-01	6.224476099014282e-01	8.324398398399353e-01	-2.388521283864975e-01	1.728169000000000e+06	-8.477585315704346e-01	-4.799088239669800e-01	6.790000000000000e+02	-1.000000000000000e+00	3.045700000000000e+04	1.227000000000000e+03	-9.150000000000000e+02	4.220000000000000e+02	1.542000000000000e+03	1.357000000000000e+03	1.582000000000000e+03	1.500000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80670	-1.253802031278610e-01	6.224476099014282e-01	8.324398398399353e-01	-2.388521283864975e-01	1.728169000000000e+06	-8.477585315704346e-01	-4.799088239669800e-01	6.790000000000000e+02	-1.000000000000000e+00	3.045700000000000e+04	1.227000000000000e+03	-9.150000000000000e+02	4.220000000000000e+02	1.496000000000000e+03	1.461000000000000e+03	1.608000000000000e+03	1.504000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80703	-1.253802031278610e-01	6.224476099014282e-01	8.324398398399353e-01	-2.388521283864975e-01	1.728169000000000e+06	-8.477585315704346e-01	-4.799088239669800e-01	6.790000000000000e+02	-1.000000000000000e+00	3.116800000000000e+04	1.332000000000000e+03	-6.250000000000000e+02	-8.000000000000000e+01	1.496000000000000e+03	1.461000000000000e+03	1.608000000000000e+03	1.504000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80750	-6.651232391595840e-02	3.560515940189362e-01	8.305217623710632e-01	-1.954387724399567e-01	1.728256000000000e+06	-8.364067673683167e-01	-2.015013843774796e-01	6.790000000000000e+02	-1.000000000000000e+00	3.116800000000000e+04	1.332000000000000e+03	-6.250000000000000e+02	-8.000000000000000e+01	1.496000000000000e+03	1.461000000000000e+03	1.608000000000000e+03	1.504000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80839	-4.465471208095551e-02	2.867557406425476e-01	8.010792136192322e-01	-2.433443814516068e-01	1.728345000000000e+06	-8.174631595611572e-01	-9.876367449760437e-02	6.790000000000000e+02	-1.000000000000000e+00	3.116800000000000e+04	1.332000000000000e+03	-6.250000000000000e+02	-8.000000000000000e+01	1.496000000000000e+03	1.461000000000000e+03	1.608000000000000e+03	1.504000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
80930	-3.739765845239162e-03	3.966077566146851e-01	8.028992414474487e-01	-1.200865954160690e-03	1.728436000000000e+06	-8.057307600975037e-01	-1.998438090085983e-01	6.790000000000000e+02	-1.000000000000000e+00	3.116800000000000e+04	1.332000000000000e+03	-6.250000000000000e+02	-8.000000000000000e+01	1.496000000000000e+03	1.461000000000000e+03	1.608000000000000e+03	1.504000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81022	2.344332635402679e-02	2.954141199588776e-01	7.985991835594177e-01	1.506856977939606e-01	1.728528000000000e+06	-7.874985933303833e-01	-1.269156932830811e-01	6.790000000000000e+02	-1.000000000000000e+00	3.116800000000000e+04	1.332000000000000e+03	-6.250000000000000e+02	-8.000000000000000e+01	1.496000000000000e+03	1.461000000000000e+03	1.608000000000000e+03	1.504000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81045	2.344332635402679e-02	2.954141199588776e-01	7.985991835594177e-01	1.506856977939606e-01	1.728528000000000e+06	-7.874985933303833e-01	-1.269156932830811e-01	6.790000000000000e+02	-1.000000000000000e+00	3.116800000000000e+04	1.332000000000000e+03	-6.250000000000000e+02	-8.000000000000000e+01	1.493000000000000e+03	1.495000000000000e+03	1.590000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81055	2.344332635402679e-02	2.954141199588776e-01	7.985991835594177e-01	1.506856977939606e-01	1.728528000000000e+06	-7.874985933303833e-01	-1.269156932830811e-01	6.790000000000000e+02	-1.000000000000000e+00	3.152000000000000e+04	1.263000000000000e+03	-3.760000000000000e+02	-2.730000000000000e+02	1.493000000000000e+03	1.495000000000000e+03	1.590000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81114	5.405572056770325e-02	2.655951976776123e-01	8.086867332458496e-01	1.166598126292229e-01	1.728620000000000e+06	-7.748991847038269e-01	-1.811117976903915e-01	6.790000000000000e+02	-1.000000000000000e+00	3.152000000000000e+04	1.263000000000000e+03	-3.760000000000000e+02	-2.730000000000000e+02	1.493000000000000e+03	1.495000000000000e+03	1.590000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81202	7.913710176944733e-02	3.267587423324585e-01	8.099870681762695e-01	-1.100751385092735e-02	1.728708000000000e+06	-7.631721496582031e-01	-5.204485729336739e-02	6.790000000000000e+02	-1.000000000000000e+00	3.152000000000000e+04	1.263000000000000e+03	-3.760000000000000e+02	-2.730000000000000e+02	1.493000000000000e+03	1.495000000000000e+03	1.590000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81294	1.052354201674461e-01	3.479540646076202e-01	8.152159452438354e-01	-7.788372226059437e-03	1.728800000000000e+06	-7.488246560096741e-01	2.044236660003662e-02	6.790000000000000e+02	-1.000000000000000e+00	3.152000000000000e+04	1.263000000000000e+03	-3.760000000000000e+02	-2.730000000000000e+02	1.493000000000000e+03	1.495000000000000e+03	1.590000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81385	1.052354201674461e-01	3.479540646076202e-01	8.152159452438354e-01	-7.788372226059437e-03	1.728800000000000e+06	-7.488246560096741e-01	2.044236660003662e-02	6.790000000000000e+02	-1.000000000000000e+00	3.152000000000000e+04	1.263000000000000e+03	-3.760000000000000e+02	-2.730000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81386	1.247328594326973e-01	3.238231837749481e-01	8.187617063522339e-01	1.847332343459129e-02	1.728892000000000e+06	-7.270358204841614e-01	6.543673574924469e-02	6.790000000000000e+02	-1.000000000000000e+00	3.152000000000000e+04	1.263000000000000e+03	-3.760000000000000e+02	-2.730000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81411	1.247328594326973e-01	3.238231837749481e-01	8.187617063522339e-01	1.847332343459129e-02	1.728892000000000e+06	-7.270358204841614e-01	6.543673574924469e-02	6.790000000000000e+02	-1.000000000000000e+00	3.186900000000000e+04	1.163000000000000e+03	-2.130000000000000e+02	-3.080000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.240000000000000e+02	1.109600000000000e+04
81464	1.247328594326973e-01	3.238231837749481e-01	8.187617063522339e-01	1.847332343459129e-02	1.728892000000000e+06	-7.270358204841614e-01	6.543673574924469e-02	6.790000000000000e+02	-1.000000000000000e+00	3.186900000000000e+04	1.163000000000000e+03	-2.130000000000000e+02	-3.080000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
81470	1.247328594326973e-01	3.238231837749481e-01	8.187617063522339e-01	1.847332343459129e-02	1.728892000000000e+06	-7.270358204841614e-01	6.543673574924469e-02	6.820000000000000e+02	-1.000000000000000e+00	3.186900000000000e+04	1.163000000000000e+03	-2.130000000000000e+02	-3.080000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
81482	1.329723447561264e-01	2.577202022075653e-01	8.202257752418518e-01	1.253205835819244e-01	1.728988000000000e+06	-6.992686390876770e-01	1.896950900554657e-01	6.820000000000000e+02	-1.000000000000000e+00	3.186900000000000e+04	1.163000000000000e+03	-2.130000000000000e+02	-3.080000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
81787	1.402894258499146e-01	2.547743618488312e-01	8.556652069091797e-01	3.580190241336823e-01	1.729079000000000e+06	-6.748598814010620e-01	1.696089357137680e-01	6.820000000000000e+02	-1.000000000000000e+00	3.186900000000000e+04	1.163000000000000e+03	-2.130000000000000e+02	-3.080000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
81878	1.492058485746384e-01	3.172430396080017e-01	8.905185461044312e-01	3.783892989158630e-01	1.729170000000000e+06	-6.517584323883057e-01	3.709540143609047e-02	6.820000000000000e+02	-1.000000000000000e+00	3.186900000000000e+04	1.163000000000000e+03	-2.130000000000000e+02	-3.080000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82006	1.778117418289185e-01	3.440250754356384e-01	9.309464097023010e-01	2.990189194679260e-01	1.729298000000000e+06	-6.273514032363892e-01	-1.116060763597488e-01	6.820000000000000e+02	-1.000000000000000e+00	3.240500000000000e+04	1.057000000000000e+03	-5.100000000000000e+01	-3.070000000000000e+02	1.493000000000000e+03	1.527000000000000e+03	1.569000000000000e+03	1.502000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82007	1.778117418289185e-01	3.440250754356384e-01	9.309464097023010e-01	2.990189194679260e-01	1.729298000000000e+06	-6.273514032363892e-01	-1.116060763597488e-01	6.820000000000000e+02	-1.000000000000000e+00	3.240500000000000e+04	1.057000000000000e+03	-5.100000000000000e+01	-3.070000000000000e+02	1.493000000000000e+03	1.496000000000000e+03	1.555000000000000e+03	1.501000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82098	2.052221596240997e-01	2.644811272621155e-01	9.607359766960144e-01	3.976406753063202e-01	1.729390000000000e+06	-6.166945695877075e-01	-1.983547508716583e-01	6.820000000000000e+02	-1.000000000000000e+00	3.240500000000000e+04	1.057000000000000e+03	-5.100000000000000e+01	-3.070000000000000e+02	1.493000000000000e+03	1.496000000000000e+03	1.555000000000000e+03	1.501000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82190	2.234231233596802e-01	1.835846304893494e-01	9.700006842613220e-01	-2.319980561733246e-01	1.729482000000000e+06	-6.066759824752808e-01	5.687894672155380e-02	6.820000000000000e+02	-1.000000000000000e+00	3.240500000000000e+04	1.057000000000000e+03	-5.100000000000000e+01	-3.070000000000000e+02	1.493000000000000e+03	1.496000000000000e+03	1.555000000000000e+03	1.501000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82278	2.349442541599274e-01	1.266614943742752e-01	9.649638533592224e-01	1.266676336526871e-01	1.729570000000000e+06	-6.024511456489563e-01	-1.454393863677979e-01	6.820000000000000e+02	-1.000000000000000e+00	3.240500000000000e+04	1.057000000000000e+03	-5.100000000000000e+01	-3.070000000000000e+02	1.493000000000000e+03	1.496000000000000e+03	1.555000000000000e+03	1.501000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82348	2.349442541599274e-01	1.266614943742752e-01	9.649638533592224e-01	1.266676336526871e-01	1.729570000000000e+06	-6.024511456489563e-01	-1.454393863677979e-01	6.820000000000000e+02	-1.000000000000000e+00	3.240500000000000e+04	1.057000000000000e+03	-5.100000000000000e+01	-3.070000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82362	2.349442541599274e-01	1.266614943742752e-01	9.649638533592224e-01	1.266676336526871e-01	1.729570000000000e+06	-6.024511456489563e-01	-1.454393863677979e-01	6.820000000000000e+02	-1.000000000000000e+00	3.255200000000000e+04	9.870000000000000e+02	8.300000000000000e+01	-2.170000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82370	2.518267929553986e-01	1.408980041742325e-01	9.734651446342468e-01	-1.080673933029175e-01	1.729662000000000e+06	-6.012268662452698e-01	-9.941082447767258e-03	6.820000000000000e+02	-1.000000000000000e+00	3.255200000000000e+04	9.870000000000000e+02	8.300000000000000e+01	-2.170000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82462	2.614593803882599e-01	1.826248168945312e-01	9.748125672340393e-01	-3.059527091681957e-02	1.729754000000000e+06	-5.932499170303345e-01	-1.265975832939148e-02	6.820000000000000e+02	-1.000000000000000e+00	3.255200000000000e+04	9.870000000000000e+02	8.300000000000000e+01	-2.170000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82554	2.681274116039276e-01	1.784110218286514e-01	9.745377302169800e-01	-1.554892808198929e-01	1.729846000000000e+06	-5.815058946609497e-01	1.282308697700500e-01	6.820000000000000e+02	-1.000000000000000e+00	3.255200000000000e+04	9.870000000000000e+02	8.300000000000000e+01	-2.170000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82646	2.529570162296295e-01	1.741640269756317e-01	9.514141678810120e-01	-5.714560151100159e-01	1.729938000000000e+06	-5.559665560722351e-01	5.208462476730347e-01	6.820000000000000e+02	-1.000000000000000e+00	3.255200000000000e+04	9.870000000000000e+02	8.300000000000000e+01	-2.170000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82688	2.529570162296295e-01	1.741640269756317e-01	9.514141678810120e-01	-5.714560151100159e-01	1.729938000000000e+06	-5.559665560722351e-01	5.208462476730347e-01	6.820000000000000e+02	-1.000000000000000e+00	3.255200000000000e+04	9.870000000000000e+02	8.300000000000000e+01	-2.170000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82711	2.529570162296295e-01	1.741640269756317e-01	9.514141678810120e-01	-5.714560151100159e-01	1.729938000000000e+06	-5.559665560722351e-01	5.208462476730347e-01	6.820000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82738	2.159053087234497e-01	1.841599643230438e-01	9.084732532501221e-01	-5.958145260810852e-01	1.730030000000000e+06	-5.103629827499390e-01	7.200741767883301e-01	6.820000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82830	1.794322282075882e-01	1.842993497848511e-01	9.004635214805603e-01	1.001610606908798e-01	1.730122000000000e+06	-4.607065021991730e-01	5.756403803825378e-01	6.820000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82922	1.530365496873856e-01	1.791067719459534e-01	9.304851889610291e-01	4.052617251873016e-01	1.730214000000000e+06	-4.210027456283569e-01	4.446655511856079e-01	6.820000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.380000000000000e+02	1.109800000000000e+04
82964	1.530365496873856e-01	1.791067719459534e-01	9.304851889610291e-01	4.052617251873016e-01	1.730214000000000e+06	-4.210027456283569e-01	4.446655511856079e-01	6.820000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
82970	1.530365496873856e-01	1.791067719459534e-01	9.304851889610291e-01	4.052617251873016e-01	1.730214000000000e+06	-4.210027456283569e-01	4.446655511856079e-01	6.840000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83010	1.343439817428589e-01	6.040857359766960e-02	9.769037365913391e-01	5.409809350967407e-01	1.730302000000000e+06	-3.960804641246796e-01	3.659302592277527e-01	6.840000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.570000000000000e+03	1.496000000000000e+03	1.544000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83061	1.343439817428589e-01	6.040857359766960e-02	9.769037365913391e-01	5.409809350967407e-01	1.730302000000000e+06	-3.960804641246796e-01	3.659302592277527e-01	6.840000000000000e+02	-1.000000000000000e+00	3.298700000000000e+04	9.120000000000000e+02	2.250000000000000e+02	-1.580000000000000e+02	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83062	1.343439817428589e-01	6.040857359766960e-02	9.769037365913391e-01	5.409809350967407e-01	1.730302000000000e+06	-3.960804641246796e-01	3.659302592277527e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83102	1.002229899168015e-01	-2.137715220451355e-01	1.028476834297180e+00	4.923587739467621e-01	1.730394000000000e+06	-3.861074745655060e-01	4.795622229576111e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83194	5.180141329765320e-02	-3.498044312000275e-01	1.079592585563660e+00	5.992370247840881e-01	1.730486000000000e+06	-3.912985324859619e-01	4.720889329910278e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83268	-1.156023070216179e-01	3.146802634000778e-02	1.187775015830994e+00	4.237068891525269e-01	1.730758000000000e+06	-4.013652801513672e-01	5.548859834671021e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83286	-5.226905457675457e-03	-3.636366426944733e-01	1.123199343681335e+00	4.067833423614502e-01	1.730578000000000e+06	-4.036955535411835e-01	6.009032726287842e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83360	-1.612135916948318e-01	1.444068402051926e-01	1.223328232765198e+00	4.736907184123993e-01	1.730850000000000e+06	-3.802810609340668e-01	5.554366111755371e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83375	-6.509408354759216e-02	-2.265843152999878e-01	1.154148340225220e+00	4.124467074871063e-01	1.730667000000000e+06	-4.100557267665863e-01	5.848914980888367e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.661000000000000e+03	1.544000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83401	-6.509408354759216e-02	-2.265843152999878e-01	1.154148340225220e+00	4.124467074871063e-01	1.730667000000000e+06	-4.100557267665863e-01	5.848914980888367e-01	6.840000000000000e+02	-1.000000000000000e+00	3.377300000000000e+04	8.690000000000000e+02	2.960000000000000e+02	-5.500000000000000e+01	1.495000000000000e+03	1.576000000000000e+03	1.545000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83419	-6.509408354759216e-02	-2.265843152999878e-01	1.154148340225220e+00	4.124467074871063e-01	1.730667000000000e+06	-4.100557267665863e-01	5.848914980888367e-01	6.840000000000000e+02	-1.000000000000000e+00	3.366200000000000e+04	8.810000000000000e+02	3.370000000000000e+02	1.130000000000000e+02	1.495000000000000e+03	1.576000000000000e+03	1.545000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83452	-1.924291104078293e-01	3.609819412231445e-01	1.272515773773193e+00	6.110917329788208e-01	1.730942000000000e+06	-3.513099551200867e-01	3.399192392826080e-01	6.840000000000000e+02	-1.000000000000000e+00	3.366200000000000e+04	8.810000000000000e+02	3.370000000000000e+02	1.130000000000000e+02	1.495000000000000e+03	1.576000000000000e+03	1.545000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83540	-2.024006247520447e-01	5.824611783027649e-01	1.318304777145386e+00	6.072986721992493e-01	1.731030000000000e+06	-3.104930222034454e-01	1.780224889516830e-01	6.840000000000000e+02	-1.000000000000000e+00	3.366200000000000e+04	8.810000000000000e+02	3.370000000000000e+02	1.130000000000000e+02	1.495000000000000e+03	1.576000000000000e+03	1.545000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83543	-2.024006247520447e-01	5.824611783027649e-01	1.318304777145386e+00	6.072986721992493e-01	1.731030000000000e+06	-3.104930222034454e-01	1.780224889516830e-01	6.840000000000000e+02	-1.000000000000000e+00	3.366200000000000e+04	8.810000000000000e+02	3.370000000000000e+02	1.130000000000000e+02	1.463000000000000e+03	1.449000000000000e+03	1.549000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83572	-2.024006247520447e-01	5.824611783027649e-01	1.318304777145386e+00	6.072986721992493e-01	1.731030000000000e+06	-3.104930222034454e-01	1.780224889516830e-01	6.840000000000000e+02	-1.000000000000000e+00	3.432800000000000e+04	9.210000000000000e+02	4.000000000000000e+02	2.830000000000000e+02	1.463000000000000e+03	1.449000000000000e+03	1.549000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83632	-2.048666775226593e-01	6.660826802253723e-01	1.355144739151001e+00	6.424633860588074e-01	1.731122000000000e+06	-2.555596530437469e-01	1.121790185570717e-01	6.840000000000000e+02	-1.000000000000000e+00	3.432800000000000e+04	9.210000000000000e+02	4.000000000000000e+02	2.830000000000000e+02	1.463000000000000e+03	1.449000000000000e+03	1.549000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83724	-1.861512064933777e-01	6.327076554298401e-01	1.427976608276367e+00	1.092292308807373e+00	1.731214000000000e+06	-2.024365812540054e-01	-2.448661178350449e-01	6.840000000000000e+02	-1.000000000000000e+00	3.432800000000000e+04	9.210000000000000e+02	4.000000000000000e+02	2.830000000000000e+02	1.463000000000000e+03	1.449000000000000e+03	1.549000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83817	-1.484634280204773e-01	5.390425920486450e-01	1.523454666137695e+00	1.055053949356079e+00	1.731307000000000e+06	-1.580644398927689e-01	-3.898619711399078e-01	6.840000000000000e+02	-1.000000000000000e+00	3.432800000000000e+04	9.210000000000000e+02	4.000000000000000e+02	2.830000000000000e+02	1.463000000000000e+03	1.449000000000000e+03	1.549000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83904	-1.120097637176514e-01	3.711568713188171e-01	1.600824713706970e+00	8.914756178855896e-01	1.731394000000000e+06	-1.224767640233040e-01	-4.013245999813080e-01	6.840000000000000e+02	-1.000000000000000e+00	3.432800000000000e+04	9.210000000000000e+02	4.000000000000000e+02	2.830000000000000e+02	1.463000000000000e+03	1.449000000000000e+03	1.549000000000000e+03	1.500000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
83918	-1.120097637176514e-01	3.711568713188171e-01	1.600824713706970e+00	8.914756178855896e-01	1.731394000000000e+06	-1.224767640233040e-01	-4.013245999813080e-01	6.840000000000000e+02	-1.000000000000000e+00	3.432800000000000e+04	9.210000000000000e+02	4.000000000000000e+02	2.830000000000000e+02	1.375000000000000e+03	1.493000000000000e+03	1.550000000000000e+03	1.501000000000000e+03	5.130000000000000e+02	1.110100000000000e+04
